,tweets,date,tweet_id,subjectivite,sentiment,replay,tweet
654,The purpose abstraction vague create new semantic level one absolutely precise - Edsger Dijkstra,2020-01-07 21:55:07,1.214666799431766e+18,Subjective,1.0, ,
655,SHA-1 chosen prefix collision,2020-01-07 18:39:56,1.2146176817915044e+18,objective,0.0, ,
656,Code-based cryptography  postquantum crypto,2020-01-07 16:45:25,1.2145888620450488e+18,objective,0.0, ,
657,Hello World hard part,2020-01-07 16:20:12,1.21458251474185e+18,Subjective,-1.0, ,
659,Estimating proportion smooth numbers,2020-01-06 20:10:10,1.2142780005497324e+18,Subjective,1.0, ,
660,The wonderful world early computing,2020-01-06 16:45:17,1.214226442499887e+18,Subjective,1.0, ,
661,Hypot  A story simple function,2020-01-06 13:41:09,1.2141801034056704e+18,objective,0.0, ,
662,Performance variation too386 identical processors,2020-01-05 23:40:26,1.2139685295417508e+18,objective,0.0, ,
663,Programming quantum computer simulator,2020-01-05 20:02:17,1.213913630523216e+18,objective,0.0, ,
664,All largest known primes Mersenne primes The largest known prime Mersenne prime 1022323117216,2020-01-04 16:43:04,1.2135011078357524e+18,objective,0.0, ,
665,The Church numeral non-negative integer and λxy xn,2020-01-03 21:55:06,1.2132172447481733e+18,objective,0.0, ,
666,Companies bragging picking 256-bit rather 128-bit security often systems penetrable something,2020-01-03 20:31:16,1.2131961491731825e+18,objective,0.0,['So times engineering shop rolls security protocol results layer completely negating security benefits layers'],
667,How compute area polygon,2020-01-03 16:45:19,1.213139284108206e+18,objective,0.0, ,
668,Timeline parsing,2020-01-02 21:55:06,1.2128548563288515e+18,objective,0.0, ,
669,One persons data another persons program -- Guy L Steele Jr,2020-01-02 16:45:17,1.212776891054252e+18,objective,0.0, ,
670,A history end-to-end encryption death PGP,2020-01-02 16:39:50,1.2127755202843607e+18,objective,0.0, ,
671,Turing degree,2020-01-01 21:55:06,1.2124924682242335e+18,objective,0.0, ,
672,Merge sort stable,2020-01-01 16:45:16,1.212414497614381e+18,objective,0.0, ,
673,gt date %s Number seconds since 1970-01-01 UTC  606024 36550  12,2020-01-01 00:00:55,1.2121617437593313e+18,objective,0.0, ,
674,How fast multiply two matrices,2019-12-31 21:55:08,1.2121300900852408e+18,objective,1.0, ,
675,To Dissect Mockingbird: A Graphical Notation Lambda Calculus Animated Reduction,2019-12-31 21:28:40,1.2121234284902318e+18,objective,0.0, ,
676,Every cellular automaton local automaton -- Curtis Hedlund Lyndon theorem,2019-12-31 16:45:17,1.212052116161925e+18,objective,0.0, ,
677,Security feeling reality And they are same -- Bruce Schneier,2019-12-30 21:55:05,1.2117676910333501e+18,objective,0.0, ,
678,Timeline computer science,2019-12-30 16:45:16,1.21168972370355e+18,objective,0.0, ,
679,Computer Science Bottom Up,2019-12-29 04:28:52,1.2111420114426102e+18,objective,0.0, ,
680,With application hashing,2019-12-29 00:00:53,1.2110745743281807e+18,objective,0.0, ,
681,Programming art one thing time - Michael Feathers,2019-12-28 03:23:15,1.2107631107991388e+18,objective,0.0, ,
682,What proof-of-work,2019-12-27 21:55:05,1.2106805257588285e+18,objective,0.0, ,
683,Beware bugs code I proved correct tried it -- Donald Knuth,2019-12-27 16:45:17,1.210602560580735e+18,objective,0.0, ,
684,Learning new programming language easy compared learning new ecosystem comes it,2019-12-27 16:17:24,1.2105955462573507e+18,Subjective,1.0, ,
685,Binary lambda calculus,2019-12-26 21:55:06,1.2103181415381443e+18,objective,0.0, ,
686,Sometimes elegant implementation function Not method Not cla Not framework Just function -- John Carmack,2019-12-26 16:45:17,1.2102401732813373e+18,Subjective,1.0, ,
687,Encryption recommendations moving PQC,2019-12-25 21:55:04,1.2099557450406093e+18,objective,0.0, ,
688,A graph k-connected remains connected k-1 vertices removed,2019-12-25 16:45:20,1.2098777976672502e+18,objective,0.0, ,
689,Reverse-Polish notation RPN,2019-12-24 21:55:06,1.209593366150824e+18,objective,0.0, ,
690,The psychological profiling of programmer mostly ability shift levels abstraction low level,2019-12-24 16:45:15,1.2095153912880374e+18,objective,1.0, ,
691,State machines,2019-12-23 21:55:07,1.2092309828066796e+18,objective,0.0, ,
692,What differential privacy,2019-12-23 16:45:22,1.209153033315205e+18,objective,0.0, ,
693,,2019-12-23 14:53:17,1.2091248268095857e+18,objective,0.0, ,
694,Calculemus,2019-12-23 03:07:03,1.2089470971201864e+18,objective,0.0, ,
695,Sarah2: A strong pen-and-paper cipher,2019-12-23 01:56:18,1.2089292930463416e+18,Subjective,1.0, ,
696,What maximum value 32-bit integer Its too147483647 Easiest way memorize via tattoo -,2019-12-21 21:24:36,1.2084985275398103e+18,objective,0.0, ,
697,Kernighan Plauger 1974: Many people try excuse badly written programs blaming inadequacies language they,2019-12-21 15:21:40,1.2084071946995343e+18,objective,-1.0, ,
698,The halting problem: You cannot write program tell whether arbitrary program complete run forever,2019-12-20 21:55:07,1.2081438200360018e+18,Subjective,0.0,"['True point: else', 'Take look wonderful proofPresented meter Seuss:', 'False concrete sense You program the operations abstract machine infinite storage work']",
699,Methods object longer separated -- Werner Heisenberg,2019-12-20 16:45:23,1.2080658728557404e+18,objective,0.0, ,
700,hacker Filters: Faster Smaller Than Bloom Filters,2019-12-20 12:51:00,1.2080068882621932e+18,Subjective,0.0, ,
701,Concatenative programming languages,2019-12-19 21:55:13,1.2077814576174653e+18,objective,0.0, ,
702,Homoiconicity isnt point,2019-12-19 20:43:40,1.2077634507363983e+18,objective,0.0, ,
703,Difference shamir secret sharing SSS versus Mutlisig versus aggregated signatures BLS versus distributed key genera,2019-12-19 19:01:57,1.2077378523202028e+18,Subjective,-1.0, ,
704,Microsoft Research came AI model predict number bugs code base top predictors orde,2019-12-19 18:40:23,1.2077324260736164e+18,Subjective,-1.0, ,
705,Quadratic formula low-precision arithmetic,2019-12-19 16:45:26,1.20770349779123e+18,objective,0.0, ,
706,Microsoft homomorphic encryption library,2019-12-19 13:55:09,1.2076606445788037e+18,objective,0.0, ,
707,This news again time IoT devices Inadequate entropy -gt RSA encryption shared prime -gt,2019-12-19 01:21:50,1.207471064483324e+18,objective,0.0, ,
708,Writing code often constant struggle distraction -- Joy Clojure,2019-12-18 21:55:08,1.207419046578344e+18,objective,1.0, ,
709,Counting inversions via rank queries,2019-12-18 16:59:44,1.207344708076417e+18,Subjective,-1.0, ,
710,A list programming languages music:,2019-12-18 16:45:24,1.2073410997124833e+18,objective,0.0, ,
711,Software reuse like organ transplant snapping together Lego blocks,2019-12-17 21:55:07,1.2070566564057948e+18,objective,0.0, ,
712,Minimum criteria language Turing complete,2019-12-17 16:45:22,1.2069787037686702e+18,objective,1.0, ,
713,Q: Why programmers complain Java A: Because expressive Q: Why businesses use Java A,2019-12-17 16:33:01,1.2069755982136852e+18,Subjective,1.0, ,
714,You maximize productivity maximizing options especially team environment,2019-12-17 16:32:03,1.2069753543400325e+18,Subjective,0.0, ,
715,Q: Why people like Lisp much A: Because Lisp expressive Q: Why dont teams use Lisp much A: Because Lisp expressive,2019-12-17 16:20:10,1.2069723639690486e+18,Subjective,1.0, ,
716,Cardinal rule floating point arithmetic: If x agree and bits lose and bits precision computing x-y,2019-12-16 21:55:10,1.206694281983021e+18,objective,0.0, ,
717,Three algorithms converting color grayscale,2019-12-16 16:45:19,1.2066163065748644e+18,objective,0.0, ,
718,Oldies goldies: Cooley James W Tukey John W An algorithm machine calculation complex Fourier series,2019-12-14 16:08:28,1.2058822555765678e+18,objective,-1.0, ,
719,The fastest algorithm frequently replaced one almost fast much easier understand -- Douglas W Jones,2019-12-13 15:50:13,1.2055152745244713e+18,objective,1.0, ,
720,The ELIZA effect,2019-12-12 21:09:01,1.2052331158594314e+18,objective,0.0, ,
721,Eight fallacies declarative computing,2019-12-11 16:40:12,1.2048030768776192e+18,objective,0.0, ,
722,Great works programming languages collected Benjamin see Pierce,2019-12-10 16:40:12,1.204440691046269e+18,Subjective,1.0, ,
723,Parsing expressions recursive descent,2019-12-10 15:50:11,1.2044281022203535e+18,objective,0.0, ,
724,String rewriting L-systems,2019-12-10 12:42:55,1.2043809770212475e+18,objective,0.0, ,
725,Why databases use ordered indexes programming uses hash tables,2019-12-09 21:28:35,1.20415087580937e+18,objective,0.0, ,
727,Paul Phillips making things easy understand: Its always We cant way It would too,2019-12-09 17:55:09,1.2040971631873802e+18,Subjective,1.0, ,
728,Programs Proofs: Mechanizing Mathematics Dependent Types,2019-12-09 16:35:11,1.2040770379898757e+18,objective,0.0, ,
729,OOP like mean,2019-12-07 00:49:26,1.2031142597623603e+18,Subjective,-1.0, ,
730,The best theory inspired practice The best practice inspired theory -- Donald Knuth,2019-12-06 16:40:10,1.2029911292030362e+18,objective,1.0, ,
731,Im writing paper higher-order automatic differentiation senses higher-order derivatives higher-order f,2019-12-06 14:21:43,1.2029562893929472e+18,objective,0.0, ,
732,Why computer time valuable,2019-12-05 20:50:08,1.2026916469845074e+18,objective,0.0, ,
733,What Is Oldest Computer Program Still Use,2019-12-05 19:45:12,1.2026753091637944e+18,objective,0.0,['I wondering recently I believe code today parts operating system kernels use far future maybe century more'],
734,Every good idea discovered twice: logician computer scientist -- Philip Wadler,2019-12-05 16:40:09,1.2026287398442353e+18,Subjective,1.0,"['If want know Actually built Egyptian Pyramids old pyramids pyramid formed incident pyramids', 'Actually logicians scientists good ideas groups them Thinking face', 'scientists discoverthey smell burned circuitboardand identify new feature', 'Nash beat Gödel no problem apparently mathematician sometimes notices']",
735,Computer scientists: Unfortunately sub-exponential algorithms problem Cryptographers: Hey maybe use that,2019-12-05 16:03:15,1.202619452824707e+18,Subjective,-1.0,['IYeah sure - cla problems exponential solve polynomial verify Not sure use though Maybe: public key problem private key solution Well I tried'],
736,The lambda calculus: A historical practical tour  areB Elrod  LambdaCalculus,2019-12-05 11:54:20,1.2025568099801088e+18,objective,0.0, ,
738,log_2 x  log_e x  log_10 x,2019-12-04 19:25:06,1.2023078617512264e+18,objective,0.0, ,
739,Introduction data compression,2019-12-04 17:50:09,1.2022839678079222e+18,objective,0.0, ,
740,Trivial unit tests surprisingly useful What seems simple test might edge case thats important test,2019-12-04 16:27:45,1.202263228253954e+18,objective,1.0, ,
741,The ability factor large integers would sufficient break RSA encryption may necessary But,2019-12-04 16:05:09,1.202257543424303e+18,Subjective,1.0, ,
742,End-to-End Encryption,2019-12-04 12:24:20,1.2022019714464932e+18,objective,0.0, ,
743,Hardware eventually fails Software eventually works -- Michael Hartung,2019-12-03 21:05:11,1.201970659682861e+18,objective,-1.0, ,
744,Modal logics S1 S5,2019-12-03 16:45:17,1.2019052518398157e+18,objective,0.0, ,
745,Cosmic rays flipping bits,2019-12-02 21:20:46,1.2016121948253266e+18,objective,0.0, ,
746,Make Lisp languages,2019-12-02 17:45:13,1.2015579479791247e+18,objective,0.0, ,
747,The plumber programmer,2019-12-01 20:15:06,1.2012332813264282e+18,objective,0.0, ,
748,sweightweights,2019-11-30 16:03:05,1.2008074718388347e+18,objective,0.0, ,
749,Neural networks often lot weight dont need much precision per weight,2019-11-30 16:01:55,1.2008071774197064e+18,objective,1.0, ,
750,Why interest low precision Moving data memory slower arithmetic So getting numbers,2019-11-30 16:00:04,1.2008067123426468e+18,objective,0.0, ,
751,Reserving too possible exponents bit number reasonable But bit floats reserving two o,2019-11-30 15:56:54,1.2008059136465674e+18,Subjective,1.0, ,
752,The largest possible exponent IEEE standard floating point number reserved NaNs infinities The s,2019-11-30 15:32:20,1.2007997311501394e+18,Subjective,0.0, ,
753,Online REPL lambda calculus,2019-11-29 21:55:06,1.2005336692130693e+18,objective,0.0, ,
754,The difference Turing equivalent Turing complete,2019-11-29 16:45:20,1.2004557160012022e+18,objective,1.0, ,
755,If correctly compute number double precision accidentally return single precision result i,2019-11-29 13:46:35,1.2004107301656863e+18,objective,-1.0,"['Not bad colleague see double counter He claim software had bugs Hmmd', 'JavaScript requires use doubles loop counters', 'This good example perils automatic type coercion In opinion automatic type coercion bad idea language']",
756,Nowadays octal numbers seem used exactly one purposefile permissions POSIX systemsbut hexadecimal n,2019-11-29 04:18:46,1.2002678362261873e+18,objective,1.0, ,
757,Code like poetry written --,2019-11-28 21:55:07,1.2001712877689037e+18,objective,0.0, ,
758,Big O tilde notation,2019-11-28 16:45:24,1.20009334361677e+18,objective,0.0, ,
760,Logicians write about formal logic actually use it -- Leslie Lamport,2019-11-27 16:45:24,1.1997309554114765e+18,objective,0.0, ,
761,To err human catch error shows expertise,2019-11-26 21:55:07,1.1994465117903053e+18,objective,0.0, ,
762,Turing-machines λ-calculus equivalent wrt functions define Maybe complexity,2019-11-26 16:45:21,1.1993685538808381e+18,objective,0.0, ,
763,A short program prints Sierpinski triangle using Cs amp operator,2019-11-26 15:55:08,1.1993559176340234e+18,objective,0.0, ,
764,Introduction Automatic Differentiation,2019-11-25 21:55:07,1.1990841237191148e+18,objective,0.0, ,
765,The cost software maintenance increases square programmers creativity -- Robert Bliss,2019-11-25 17:50:08,1.1990224724374036e+18,objective,0.0, ,
766,The CAP theorem theorem,2019-11-25 16:45:20,1.1990061650714747e+18,objective,0.0, ,
767,Probabilities data loss data unavailability replication erasure coding  pdf,2019-11-24 12:58:11,1.1985866131499459e+18,objective,0.0, ,
768,This kind of thing fun sometimes useful good interview question in my humble opinion Unl,2019-11-24 03:42:14,1.1984467032732918e+18,objective,1.0, ,
769,see code test whether unsigned integer you get power to: you amp u-1,2019-11-23 17:30:20,1.1982927113816433e+18,objective,0.0,"['I remember job interview years ago', 'This kind of thing fun useful good interview question in my humble opinion Unless maybe ask works Not expect know it', 'This applications you  u-1 idiom clears significant bit set you If too bits set result 0 Thus zero you power two', 'Is fastest I check Hacker Delight 2nd ed 2nd Ed helped a lot Upside-down face', 'If computer Hamming Weight answer faster testing Hamming Weight 1']",
770,Notes math computing,2019-11-22 21:55:07,1.1979969599755633e+18,objective,0.0, ,
771,Software developers outnumber security pros 1 Source: Latest episode Security Now podcast,2019-11-22 18:18:06,1.19794234395503e+18,Subjective,1.0, ,
772,One particular talent stands among world-cla programmers I've known namely ability move effortless,2019-11-22 16:55:14,1.1979214902866002e+18,objective,1.0, ,
773,Dining philosophers problem,2019-11-22 16:45:22,1.1979190080555418e+18,objective,0.0, ,
774,The hardest problem computer science opinionated jerk everything --,2019-11-21 21:55:08,1.1976345774619156e+18,objective,0.0, ,
776,New post: Quantum mechanics via quantum computing,2019-11-21 03:13:34,1.1973523256245985e+18,objective,1.0, ,
777,Computing Eulerian paths harder think,2019-11-21 01:49:17,1.1973311127726694e+18,objective,-1.0, ,
778,Combinatory logic,2019-11-20 21:55:09,1.1972721917143736e+18,objective,0.0, ,
779,That awkward moment realize cant find bug program one Your program i,2019-11-20 17:20:13,1.197203003515818e+18,Subjective,-1.0,"['floating point', 'Whenever I send bug report up I frame Expected versus reality So times code specs said customer wasn asked wanted', 'How times expectations undefined functional specs got null']",
780,Proofs Types,2019-11-20 16:45:23,1.1971942351932334e+18,objective,0.0, ,
781,In almost cases Im opposed setting aside time refactoring Refactoring activity set aside tim,2019-11-20 13:11:57,1.1971405258429153e+18,objective,0.0, ,
782,Logic symbols:,2019-11-19 21:55:11,1.1969098118179635e+18,objective,0.0, ,
783,Reasoned Programming   page pdf,2019-11-19 16:45:23,1.1968318475415552e+18,objective,0.0, ,
784,Very known polynomial time algorithms natural problems exponents for -- Avi Wigderson,2019-11-19 01:41:49,1.196604459914322e+18,objective,1.0, ,
785,New post: Inverse trig function implementations  Programming languages use different names,2019-11-18 19:06:41,1.196505018955944e+18,Subjective,1.0, ,
786,Algorithmic information theory:,2019-11-18 16:45:21,1.1964694518829343e+18,objective,0.0, ,
787,New post: The hardest logarithm compute,2019-11-17 02:11:42,1.1958872016257393e+18,objective,1.0, ,
788,A type theory probability density functions,2019-11-15 21:55:07,1.1954602437461033e+18,objective,0.0, ,
789,The quest perfect programming language,2019-11-15 19:30:36,1.1954238755736535e+18,Subjective,1.0, ,
790,Crash course notation programming language theory,2019-11-15 16:45:22,1.1953822946908283e+18,objective,0.0, ,
791,The part thinking we'd like big systematically spend shaving: we'd like you,2019-11-15 13:12:38,1.19532875536504e+18,objective,0.0, ,
792,The first computer program written compute Bernoulli numbers,2019-11-14 21:55:07,1.1950978575706644e+18,objective,1.0, ,
793,Launching missiles Haskell,2019-11-14 17:43:04,1.195034426394198e+18,objective,0.0, ,
794,Goodharts law: When metric becomes target ceases good metric,2019-11-14 16:45:22,1.1950199060115374e+18,Subjective,1.0, ,
795,Deconstructing functional programming  Presentation,2019-11-13 21:55:10,1.1947354823636337e+18,objective,0.0, ,
796,New post: Permutation distance,2019-11-13 17:31:10,1.1946690439171645e+18,objective,1.0, ,
797,If rounding errors vanished 95% numerical analysis would remain -- Nick Trefethen,2019-11-13 16:45:24,1.1946575263206523e+18,objective,0.0, ,
798,I ran across pair anagrams writing post:,2019-11-13 14:11:43,1.1946188518891766e+18,objective,0.0, ,
799,The words algorithm logarithm anagrams,2019-11-13 13:01:32,1.1946011875359293e+18,objective,0.0,['I ran pair anagrams writing post:'],
800,What happens great detail call printf,2019-11-13 12:21:31,1.19459111773764e+18,Subjective,1.0, ,
802,Just evaluating polynomial: hard could be Rumps floating point example,2019-11-12 14:45:10,1.1942648819078513e+18,Subjective,-1.0, ,
803,Right I updated post I realized C thing bug part unfortunately Twitter write-only,2019-11-12 13:01:18,1.1942387406062019e+18,Subjective,-1.0, ,
804,A dozen ways comple e Raku née Perl 6,2019-11-12 12:10:04,1.194225849094017e+18,objective,0.0, ,
805,Floating point oddity see versus C,2019-11-11 23:17:25,1.1940314051536036e+18,objective,0.0, ,
806,Daniel Spielman explains smoothed analysis,2019-11-11 21:55:07,1.1940106925857014e+18,objective,0.0, ,
807,In context hes referring multitude ways express infinities NaNs IEEE floating point,2019-11-11 19:33:17,1.1939749996542444e+18,objective,0.0, ,
808,When discover computing garbage really little need carefully sort claify w,2019-11-11 19:21:00,1.1939719065479905e+18,Subjective,-1.0, ,
809,The number digits integer and base be  floor log_b and  Simple useful,2019-11-11 16:45:29,1.193932772806742e+18,objective,-1.0, ,
810,Three hundred falsehoods Counter-Strike students believe By,2019-11-10 20:25:52,1.193625845581144e+18,objective,0.0, ,
811,Not movie : The impressive thing etched gla compared hard drive d,2019-11-08 20:13:14,1.1928978904249508e+18,Subjective,1.0, ,
812,Microsoft stores Superman movie 75 Go back little square gla,2019-11-08 20:05:09,1.1928958553318072e+18,objective,-1.0, ,
813,Any sufficiently advanced technology indistinguishable rigged demo -- Andy Finkel,2019-11-08 16:45:23,1.1928455838721434e+18,Subjective,1.0, ,
814,The Bw-Tree: A B-tree New Hardware,2019-11-07 21:55:08,1.1925611475741327e+18,objective,1.0, ,
815,New post: Optimization Dominoes Frankenstein,2019-11-07 15:32:21,1.1924648131816038e+18,objective,1.0, ,
816,Its impressive much complexity C able acculate,2019-11-07 14:55:09,1.192455452136747e+18,Subjective,1.0, ,
817,Quantum Computer Made Photons Achieves New Record,2019-11-07 11:43:37,1.192407251237118e+18,objective,1.0, ,
818,The next programming languages  pdf,2019-11-06 21:55:08,1.192198757959553e+18,objective,0.0, ,
819,If flip one bit hard factorization problem usually get much easier problem,2019-11-06 18:01:52,1.1921400558396744e+18,objective,-1.0, ,
820,The original Lisp paper McCarthy,2019-11-06 16:45:21,1.1921207967533875e+18,Subjective,1.0, ,
821,Design never say Look me It always say Look this -- David Craib,2019-11-06 14:40:05,1.192089275845755e+18,objective,0.0, ,
822,Distributed computing reading list Werner Vogels,2019-11-05 21:55:07,1.1918363656648008e+18,objective,0.0, ,
823,Youll sometimes hear way sum floating point numbers sort add smallest largest That,2019-11-05 19:56:31,1.1918065210023444e+18,objective,0.0, ,
824,C 20: The Core Language,2019-11-05 18:36:40,1.1917864255843615e+18,objective,0.0, ,
825,Projects promoting programming natural language intrinsically doomed fail -- Edsger Dijkstra,2019-11-05 16:45:19,1.1917584013212099e+18,objective,-1.0, ,
826,New post: Summing list floating point numbers Sometimes obvious approach accurate enough,2019-11-05 14:58:31,1.1917315231516508e+18,Subjective,1.0, ,
827,Why functional programming matters  pdf,2019-11-04 21:55:07,1.1914739784869847e+18,objective,0.0, ,
828,Sleep sort,2019-11-04 16:45:23,1.1913960293772e+18,objective,0.0, ,
829,The Riemann hypothesis says non-trivial zeros Riemann zeta function real part 12 This numerica,2019-11-02 18:53:15,1.1907034333362053e+18,objective,1.0,"['You directly compute zeros zeta function You multiply zeta function non-zero function create function real line Realz  12 compute zeros 24', 'When real-valued function changes signs know zero sign changes intermediate value theorem 34', 'Then compute zeros zeta function rectangle contour integrals If know and roots inside and roots rectangle 44', 'This works known zeros single zeros It expected']",
830,The joke started era programmers would familiar octal often co,2019-11-02 18:50:04,1.1907026346190807e+18,Subjective,1.0, ,
831,The 3x1 problem generalizations,2019-11-01 20:55:08,1.190371717077713e+18,objective,0.0, ,
832,Arbitrary precision panacea: Autopsy failed calculation,2019-11-01 16:09:21,1.1902997993016238e+18,objective,-1.0, ,
833,If decision design not requirement -- Alistair cckburn,2019-11-01 15:45:24,1.1902937706229105e+18,objective,0.0, ,
834,Quantum computers Shors algorithm would break one form elliptic curve cryptography discrete logarithm-base,2019-11-01 13:49:26,1.1902645872471122e+18,objective,0.0, ,
835,Denotational Semantics: A methodology language development  pdf David A Schmidt,2019-10-31 20:55:14,1.1900093580018237e+18,objective,0.0, ,
836,Q: Why can't programmers tell difference Halloween Christmas A: Because oct dec 25 oldiebutagoodie,2019-10-31 15:45:28,1.1899314027263836e+18,objective,0.0,"['Ia programmer I need minutes understand without looking comments ', 'The joke started era programmers familiar octal convert binary decimal', 'I know old Face savouring food good share people learn numeral Squinting face tongue']",
837,RSA algorithm poem Daniel G Treat Take two large prime numbers q p Find product and the,2019-10-30 21:44:20,1.189659323678544e+18,objective,1.0, ,
838,Inside every large program small program trying get out -- Tony Hoare,2019-10-30 20:55:08,1.1896469429991055e+18,objective,-1.0,"['IDont know why head I reading like rap crypto freestyle', 'But ironcladto prevent attacks padTo oneself safe freeou use OAEP']",
839,New post: Higher order Newton-like methods root finding,2019-10-30 15:35:24,1.1895664810314056e+18,objective,1.0, ,
841,At present Post-it notes greater security threat quantum computers,2019-10-29 19:51:55,1.1892686472205353e+18,objective,1.0, ,
842,You either believe law excluded middle dont -- Lew Lefton,2019-10-29 15:45:22,1.1892065982936433e+18,objective,0.0, ,
843,For context-free grammar parser parse string and tokens Oh n3 time,2019-10-28 20:55:09,1.1889221710218076e+18,objective,0.0, ,
844,New post: Linear Feedback Shift Registers,2019-10-28 16:28:00,1.1888549410598339e+18,objective,1.0, ,
845,No context-free grammar match language wcw  w form ab,2019-10-28 15:45:24,1.188844218506195e+18,objective,0.0, ,
846,New post: Generating De Bruijn sequences primitive polynomials,2019-10-28 14:52:18,1.1888308588887982e+18,objective,1.0, ,
847,Explaining quantum supremacy news,2019-10-27 20:14:11,1.1885494758596198e+18,objective,0.0, ,
848,Suffix trees,2019-10-27 18:35:06,1.188524538641797e+18,objective,0.0, ,
849,You wanted banana got gorilla holding banana,2019-10-25 20:55:07,1.1878349986840822e+18,objective,0.0, ,
850,Much essence building program fact debugging specification -- Fred Brooks,2019-10-25 15:45:24,1.187757057916752e+18,objective,1.0, ,
851,The problem determining whether graph Hamiltonian circuit no problem complete,2019-10-24 20:55:08,1.1874726143205335e+18,objective,1.0, ,
852,Quantum supremacy post-quantum encryption,2019-10-24 14:55:08,1.187382018923008e+18,objective,0.0, ,
853,Dijkstra manuscript archive,2019-10-23 20:55:10,1.1871102374609756e+18,objective,0.0, ,
854,Was research ran across ad Scientific American 1961 SPACE mashup Symbolic a,2019-10-23 16:31:07,1.1870437855675884e+18,objective,0.0, ,
855,Example De Bruijn sequence: Every triple DNA bases specified giving starting position the,2019-10-23 11:01:49,1.1869609145552527e+18,objective,0.0, ,
856,Googles quantum supremacy announcement,2019-10-23 10:08:09,1.1869474104818934e+18,objective,0.0, ,
857,Timsort,2019-10-22 20:55:08,1.1867478398939873e+18,objective,0.0, ,
858,Sheffer stroke,2019-10-22 15:45:31,1.1866699211047404e+18,objective,0.0, ,
859,Yes typing mistake Its fixed now,2019-10-22 15:12:45,1.1866616776698388e+18,objective,1.0, ,
860,New post: Hacking pa codes De Bruijn sequences,2019-10-22 14:32:34,1.1866515631604572e+18,objective,1.0, ,
861,Using Unicode characters create simple graphics command line,2019-10-22 02:58:22,1.186476862303867e+18,objective,0.0, ,
862,Programming languages teach want provide -- Paul Graham,2019-10-21 20:55:07,1.1863854500234732e+18,objective,0.0, ,
863,Summary math used computer science,2019-10-21 15:45:23,1.1863075029311078e+18,objective,0.0, ,
864,Uptime 15364 days: The Computers Voyager,2019-10-19 18:04:52,1.185617825697882e+18,objective,0.0, ,
865,Oldies goldies: J V Neumann On the theory there parlor games 1928 Proved existence equilibrium too pl,2019-10-19 12:24:18,1.1855321211270472e+18,objective,0.0, ,
866,Heap sort requires Ohand log and comparisons Its worst-case performance better quick sort,2019-10-18 20:55:08,1.1852982882847826e+18,Subjective,1.0, ,
867,New post: Golay codes,2019-10-18 17:08:30,1.185241253128147e+18,objective,1.0, ,
868,Left-leaning red-black trees Robert Sedgewick  pdf,2019-10-18 15:45:29,1.18522036086793e+18,objective,0.0, ,
869,Unix user-friendly picky friends are,2019-10-17 20:55:10,1.184935908228903e+18,objective,0.0, ,
870,There lot things linear algebra linear For example computational difficulty li,2019-10-17 17:18:14,1.1848813155497656e+18,objective,0.0, ,
871,Skip list data structure,2019-10-17 15:45:27,1.1848579673861202e+18,objective,0.0, ,
872,When magic breaks recourse -- Tim Corey using code generators understand,2019-10-17 12:47:40,1.1848132247153132e+18,Subjective,1.0, ,
873,In beginning command line Neal Stephenson,2019-10-16 20:55:08,1.1845735122221998e+18,objective,0.0, ,
874,What Every Computer Scientist Should Know About Floating-Point Arithmetic,2019-10-16 15:45:23,1.1844955634395914e+18,objective,0.0, ,
875,Software structural engineers,2019-10-15 20:55:06,1.1842111168781107e+18,objective,0.0, ,
876,Increased computational capability also leading statistics new direction away using claical results which,2019-10-15 19:00:39,1.1841823132504146e+18,objective,1.0, ,
877,Kappa calculus,2019-10-15 15:45:30,1.1841332039526195e+18,objective,0.0, ,
878,Do fall illusion preventing errors errors fix The truth is cost pr,2019-10-15 15:32:48,1.184130008585048e+18,objective,0.0, ,
879,Sometimes idea behind program one small creative effort Just like short story one little twist plot,2019-10-15 12:44:39,1.1840876893536707e+18,Subjective,-1.0, ,
880,The best performance improvement transition nonworking state working state -- John Ousterhout,2019-10-14 20:55:07,1.1838487329677558e+18,objective,1.0, ,
881,Every propositional formula transformed conjunctive normal form disjunctive normal form,2019-10-14 15:45:27,1.183770803311186e+18,Subjective,1.0, ,
882,Comparing expression usage mathematics see source,2019-10-14 02:50:50,1.1835758650803323e+18,objective,0.0, ,
883,The kind QR code: In algebraic coding theory QR code means code based quadratic residues G,2019-10-14 00:38:09,1.1835424744485396e+18,Subjective,1.0, ,
884,Minimum energy required set bit,2019-10-12 18:55:31,1.1830938587139523e+18,objective,0.0, ,
886,Simulations suggest turbo codes nearly efficient theoretically possible hasnt proven,2019-10-11 18:04:49,1.1827187122956452e+18,Subjective,1.0, ,
887,Turbo codes efficient practice theory Polar codes efficient theory practice,2019-10-11 18:01:54,1.1827179779904553e+18,objective,-1.0, ,
888,A proposition disjunctive normal form disjunction clauses clause conjunction literals negation literals,2019-10-11 15:45:23,1.1826836231762657e+18,Subjective,1.0, ,
889,Quantum winter,2019-10-10 22:40:35,1.1824257219705324e+18,objective,0.0, ,
890,How Dr Seuss would prove halting problem undecidable,2019-10-10 20:55:09,1.1823991882204815e+18,objective,0.0, ,
891,0x123456789abcdef10fedcba987654321 also prime Heard Through,2019-10-10 19:27:42,1.1823771825863967e+18,objective,0.0, ,
892,prime,2019-10-10 19:13:54,1.182373709782442e+18,objective,0.0, ,
